query,lat,lon
"Đường Số 14, Quận Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",10.8374115,106.66991
"Đường Hoàng Kế Viêm, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Song Hành, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Tk21/ Đưường Nguyễn Cảnh Chân, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường UNKNOWN, Quận Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Trường Sa, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Lê Duy Nhuận, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Nguyễn Bá Tòng, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Nguyễn Xuân Khoát, Quận Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường - Đưường Lý Thái Tổ, Quận 10, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Nguyễn Kiệm, Quận Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Tân Quý, Quận Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Nguyễn Ảnh Thủ, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Đồng Đen, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường B4, Huyện Nhà Bè, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 10, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",10.7157388,106.7360355
"Đường Lam Sơn, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 1, Quận Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Nguyễn Trãi, Quận 5, Thành phố Hồ Chí Minh, Việt Nam",10.7531306,106.6630074
"Đường Phùng Văn Cung, Quận Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Bờ Bao Tân Thắng, Quận Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Phan Thúc Duyện, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Đồng Văn Cống, Quận 2, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Lê Thánh Tôn, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Hồ Thị Kỷ, Quận 10, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Đặng Văn Bi, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",10.8473333,106.7600808
"Đường Hoàng Diệu, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",10.7649304,106.7089441
"Đường Bùi Thị Xuân, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 41, Quận 4, Thành phố Hồ Chí Minh, Việt Nam",10.7521006,106.677247
"Đường Nguyễn Văn Lượng, Quận Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Nguyễn Văn Cừ, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",10.753833,106.6868265
"Đường Phạm Viết Chánh, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Nguyễn Thiện Thuật, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Hồ Tùng Mậu, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường /... Đưường Đoàn Văn Bơ, Quận 4, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Kênh Tân Hóa, Quận Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Hiệp Thành 23, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",10.8677261,106.6395311
"Đường Số 44, Quận 9, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Trần Lưu, Quận 2, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Đô Đốc Thủ, Quận Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Yên Đỗ, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Võ Văn Kiệt, Quận 6, Thành phố Hồ Chí Minh, Việt Nam",10.7524822,106.6807383
"Đường Đất Thánh, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Trần Xuân Soạn Q7 Đưường Số 7, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Phạm Văn Chí, Quận 6, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 50, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",10.8034906,106.7828635
"Đường Thạnh Xuân 38, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",10.865134,106.6638867
"Đường Chu Văn An, Quận Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Tân Chánh Hiệp 18, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Võ Văn Ngân, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",10.8496978,106.7691507
"Đường Cao Đức Lân, Quận 2, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Đỗ Thị Tâm, Quận Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Bắc Hải, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Bình Thới, Quận 11, Thành phố Hồ Chí Minh, Việt Nam",10.7625111,106.6499732
"Đường Phan Đăng Lưu, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 19, Quận Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Huỳnh Thị Hai, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Nguyễn Đình Chiểu, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Lê Thị Chợ, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường 55 Đưường Số 19, Huyện Bình Chánh, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Redhome Dorm Đưường Kha Vạn Cân, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Nguyễn Tri Phương, Quận 10, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Nguyễn Đăng Giai, Quận 2, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Ngô Đức Kế, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Lý Nam Đế, Quận 11, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường 2 Đưường Tô Ký, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường B, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",10.8402263,106.7256777
"Đường Thiên Hộ Dương, Quận Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Đỗ Tấn Phong, Quận Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Vũ Tông Phan, Quận 2, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Dương Đình Hội, Quận 9, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Nguyễn Văn Nghi, Quận Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 11, Quận 9, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Nguyễn Minh Hoàng, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường / Đưường Đoàn Thị Điểm, Quận Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Hoa Đào, Quận Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Trương Văn Thành, Quận 9, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Lã Xuân Oai, Quận 9, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Nguyễn Xiển, Quận 9, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Thạnh Xuân 21, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 18, Quận 2, Thành phố Hồ Chí Minh, Việt Nam",10.799579,106.7404209
"Đường Số 30, Quận 2, Thành phố Hồ Chí Minh, Việt Nam",10.7951891,106.7342323
"Đường Gò Cát, Quận 9, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Đoàn Thị Điểm, Quận Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Chợ Lớn Đưường Lý Chiêu Hoàng, Quận 6, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Tam Đông Đưường Tam Đông, Huyện Hóc Môn, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Cù Chính Lan, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường D3, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường UNKNOWN, Quận Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Thạnh Lộc 48, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 3, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",10.819041,106.7712344
"Đường C1, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Thép Mới, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 2, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",10.7761872,106.6789411
"Đường Tân Hòa Đông, Quận 6, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Lê Văn Khương, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Tk12, Huyện Hóc Môn, Thành phố Hồ Chí Minh, Việt Nam",10.8929217,106.5772861
"Đường Số 138, Quận 9, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường An Bình, Quận 5, Thành phố Hồ Chí Minh, Việt Nam",10.7508428,106.6728672
"Đường Hoàng Hữu Nam, Quận 9, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Nguyễn Thị Huỳnh, Quận Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 26, Quận 9, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Trần Mai Ninh, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường E36 Kdc Nam Long Đưường Gò Ô Môi, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Dưường 11, Quận 9, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Hiệp Thành 26, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 8, Quận Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Hoàng Sa, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Diên Hồng, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Đồng Xoài, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Lê Thúc Hoạch, Quận Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường C13 Nguyễn Văn Linh Đưường Nguyễn Văn Linh, Quận 8, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Văn Cao, Quận Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường 6 Nhánh 3 Đưường Số 48, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Hai Bà Trưng, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 3 Cư Xá Lữ Gia, Quận 11, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Nguyễn Văn Thủ, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Liên Khu 10-11, Quận Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Tqd Đưường Trần Quang Diệu, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Trần Minh Quyền, Quận 10, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường B, Quận Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",10.7058954,106.727178
"Đường 3 Đưường Số 2, Quận 2, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường 82 Đưường Phạm Thị Tánh, Quận 8, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 1, Huyện Bình Chánh, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Thích Minh Nguyệt, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Phan Văn Trị, Quận 5, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Lương Thế Vinh, Quận Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Nhiêu Tứ, Quận Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Song Hành, Huyện Hóc Môn, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Vận Hành Suối Nhum, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Pasteur, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Phưường Tân Thới Hòa, Quận Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Phưường Tân Sơn Nhì, Quận Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường UNKNOWN, Quận 2, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Thiên Phước, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Hồng Bàng, Quận 6, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Cù Lao, Quận Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Lê Quang Định, Quận Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Linh Trung, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",10.8583549,106.7836021
"Đường Số 339, Quận 9, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 359, Quận 9, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường C26/ Đưường Số 9, Quận 9, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường An Hạ, Huyện Bình Chánh, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Khu Dân Cư Kiến Á, Quận 9, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Đưường, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Hiệp Bình, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",10.8482916,106.721205
"Đường Quốc Lộ 22, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Nguyễn Thị Xiếu, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 10, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",10.8487915,106.7237064
"Đường Số 6, Quận 8, Thành phố Hồ Chí Minh, Việt Nam",10.7390739,106.6659208
"Đường Trường Sa, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Lý Chiêu Hoàng, Quận Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Cô Bắc, Quận Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Vườn Chuối, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 30, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",10.7915481,106.7289983
"Đường Hiệp Thành 45, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Phạm Thị Tánh, Quận 8, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Hòa Hưng, Quận 10, Thành phố Hồ Chí Minh, Việt Nam",10.7663735,106.6649712
"Đường / Đưường Nguyễn Hữu Cảnh, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Lâm Hoành, Quận Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường / Đưường Huỳnh Văn Bánh, Quận Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Trần Quốc Hoàn, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 1, Quận 2, Thành phố Hồ Chí Minh, Việt Nam",10.7891469,106.7306518
"Đường Đông Lân, Huyện Hóc Môn, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Tân Hải, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường D16 Đưường Quốc Lộ, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 236, Quận 9, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Nguyễn Tiểu La, Quận 10, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 59, Quận Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Đội Cung, Quận 11, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 5, Quận Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",10.8374115,106.66991
"Đường Đồ Sơn, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Dã Tượng, Quận 8, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Nguyễn Tư Nghiêm, Quận 2, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 14, Quận 2, Thành phố Hồ Chí Minh, Việt Nam",10.7999025,106.7422665
"Đường Nguyễn Thượng Hiền, Quận Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Vân Đồn, Quận 4, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Nguyễn Đình Chính, Quận Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Hoàng Bật Đạt, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường / Đưường Bùi Đình Túy, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Hai Bà Trưng, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Nguyễn Thượng Hiền, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Lê Bôi, Quận 8, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Lê Văn Tách, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Nguyễn Sơn Hà, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số, Quận 8, Thành phố Hồ Chí Minh, Việt Nam",10.7421366,106.666184
"Đường Số 18, Quận Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 22, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Đào Trinh Nhất, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",10.8650091,106.7590614
"Đường Lê Lai, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 3C, Quận Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường UNKNOWN, Quận 9, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Văn Chung Đưường Văn Chung, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 39, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",10.7164039,106.7346196
"Đường Bà Lê Chân, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường / Đưường Phạm Văn Hai, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường UNKNOWN, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Điện Biên Phủ, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Phưường Bình Trưng Tây, Quận 2, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Trần Nhật Duật, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 3 Cư Xá Đô Thành, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Nguyễn Đình Khơi, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Quảng Hàm, Quận Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Huỳnh Đình Hai, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Nguyễn Chí Thanh, Quận 10, Thành phố Hồ Chí Minh, Việt Nam",10.7699914,106.701295
"Đường Hoàng Văn Hợp, Quận Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 26/3, Quận Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 36, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",10.7841228,106.7566048
"Đường Cao Văn Lầu, Quận 6, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường /... Đưường Nguyễn Giản Thanh, Quận 10, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 19, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",10.7795525,106.7300547
"Đường Cây Keo, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Trần Huy Liệu, Quận Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Nguyễn Phi Khanh, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Nguyễn Công Trứ, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 44, Quận Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 4, Quận 8, Thành phố Hồ Chí Minh, Việt Nam",10.7403138,106.6652816
"Đường Thành Công, Quận Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Chợ Lớn, Quận 6, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Quốc Lộ, Quận 8, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Đỗ Thị Lời, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường A Duong 48, Quận 8, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Bùi Văn Thêm, Quận Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Bàu Bàng, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Nguyễn Chánh Sắt, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Trần Bá Giao, Quận Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường G Đưường Lê Thị Riêng, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 6, Quận 9, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Nguyễn Thái Học, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Nguyễn Thông, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Phạm Đức Sơn, Quận 8, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 38, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",10.7857459,106.7699945
"Đường Điện Biên Phủ, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Mai Xuân Thưởng, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Tân Sơn, Quận Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Nguyễn Đôn Tiết, Quận 2, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Tân Trụ, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Phưường, Quận Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Trần Thị Trọng, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường S2, Quận Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Chung Cư Đưường Nguyễn Thái Bình, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Nguyễn Sơn, Quận Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Giải Phóng, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Nguyễn Thiện Thuật, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 1, Quận Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 9, Quận 4, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Nguyễn Bặc, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường F32 Đưường Bến Vân Đồn, Quận 4, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Topaz Home Đưường Số 154, Quận 9, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Sầm Sơn, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Tô Ngọc Vân, Quận Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Tân Thới Hiệp 9, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Ii Đưường Tô Ký, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Kỳ Đồng, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Đưường Số 20, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường M4, Quận 9, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Phan Huy Thực, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Nguyễn Thi, Quận 5, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Lê Trọng Tấn, Quận Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Chiến Thắng, Quận Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Nguyễn Quý Anh, Quận Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Nam Lân 5, Huyện Hóc Môn, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Vĩnh Viễn, Quận 10, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Phan Chu Trinh, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Thích Quảng Đức, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường 11 Kdc Khang Điền Đưường Dương Đình Hội, Quận 9, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 2, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",10.7062367,106.7293926
"Đường Số 16, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",10.8613343,106.7550786
"Đường Số 12, Quận Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Thạnh Xuân 43, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Nguyễn Trọng Lội, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Bùi Tư Toàn, Quận Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Nguyễn Bỉnh Khiêm, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Tân Tiến, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Nguyễn Khoái, Quận 4, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Làng Tăng Phú, Quận 9, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Phú Thuận, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Phạm Đình Hổ, Quận 6, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Nguyễn An Ninh, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",10.8049698,106.6966231
"Đường Quốc Lộ, Huyện Bình Chánh, Thành phố Hồ Chí Minh, Việt Nam",,
